Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Birthday_years
5047662,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18880.0,4114.0,1,0,0,0,Accountants,3,1,51.726027397260275
5048300,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11091.0,1161.0,1,0,0,0,Laborers,3,1,30.386301369863013
5048301,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11091.0,1161.0,1,0,0,0,Laborers,3,1,30.386301369863013
5050603,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,18327.0,7288.0,1,1,0,0,Laborers,2,1,50.21095890410959
5050606,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,18327.0,7288.0,1,1,0,0,Laborers,2,1,50.21095890410959
5050671,M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,11610.0,166.0,1,1,1,0,High skill tech staff,1,1,31.80821917808219
5051160,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,9594.0,866.0,1,0,0,0,Laborers,3,1,26.284931506849315
5051161,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,9594.0,866.0,1,0,0,0,Laborers,3,1,26.284931506849315
5052659,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,10396.0,564.0,1,0,0,1,IT staff,2,1,28.482191780821918
5052661,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,10396.0,564.0,1,0,0,1,IT staff,2,1,28.482191780821918
5052877,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,17915.0,3366.0,1,0,0,0,Drivers,2,1,49.082191780821915
5052879,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,17915.0,3366.0,1,0,0,0,Drivers,2,1,49.082191780821915
5052882,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,17915.0,3366.0,1,0,0,0,Drivers,2,1,49.082191780821915
5053254,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18667.0,2150.0,1,1,0,0,Managers,2,1,51.14246575342466
5054063,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,16424.0,1458.0,1,0,0,0,Drivers,3,1,44.9972602739726
5054068,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,16424.0,1458.0,1,0,0,0,Drivers,1,1,44.9972602739726
5054524,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,16611.0,8369.0,1,0,0,0,,4,1,45.50958904109589
5054525,F,N,N,2,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,16611.0,8369.0,1,0,0,0,,4,1,45.50958904109589
5058345,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,24611.0,,1,0,0,0,,1,1,67.42739726027398
5058348,F,N,Y,0,,Pensioner,Higher education,Separated,House / apartment,24611.0,,1,0,0,0,,1,1,67.42739726027398
5058350,M,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,24611.0,,1,0,0,0,,1,1,67.42739726027398
5058352,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,24611.0,,1,0,0,0,,1,1,67.42739726027398
5058530,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,9242.0,508.0,1,0,0,0,Sales staff,1,1,25.32054794520548
5058531,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,9242.0,508.0,1,0,0,0,Sales staff,1,1,25.32054794520548
5058532,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,,508.0,1,0,0,0,Sales staff,1,1,
5061360,M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,20872.0,,1,0,0,0,,2,1,57.18356164383562
5061396,M,N,Y,0,72900.0,Pensioner,Lower secondary,Married,House / apartment,23423.0,,1,0,0,0,,2,1,64.17260273972603
5061636,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,21664.0,,1,0,1,0,,2,1,59.35342465753425
5061691,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,9122.0,1567.0,1,0,0,1,Waiters/barmen staff,3,1,24.991780821917807
5062136,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,12947.0,137.0,1,0,0,0,Laborers,2,1,35.47123287671233
5062137,M,N,Y,1,,Working,Secondary / secondary special,Single / not married,House / apartment,12947.0,137.0,1,0,0,0,Laborers,2,1,35.47123287671233
5065348,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,15160.0,3974.0,1,0,0,0,High skill tech staff,2,1,41.534246575342465
5065462,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19004.0,1570.0,1,0,0,0,,2,1,52.06575342465754
5065518,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,9510.0,2878.0,1,0,0,0,Laborers,3,1,26.054794520547944
5068389,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,14052.0,140.0,1,0,1,0,Sales staff,2,1,38.4986301369863
5068456,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13581.0,2576.0,1,0,0,0,,2,1,37.20821917808219
5068651,,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,19305.0,1905.0,1,0,0,0,Core staff,1,1,52.89041095890411
5069216,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,11210.0,1724.0,1,1,0,0,Accountants,2,1,30.71232876712329
5069218,F,Y,Y,0,256500.0,Commercial associate,Higher education,Single / not married,House / apartment,11210.0,1724.0,1,1,0,0,Accountants,2,1,30.71232876712329
5069307,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,15640.0,1328.0,1,0,0,0,Core staff,2,1,42.84931506849315
5078820,F,N,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14476.0,4987.0,1,0,0,0,High skill tech staff,4,1,39.66027397260274
5078945,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,12253.0,3496.0,1,1,0,0,,3,1,33.56986301369863
5078946,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,12253.0,3496.0,1,1,0,0,,3,1,33.56986301369863
5079166,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,13720.0,1394.0,1,0,0,0,Laborers,2,1,37.58904109589041
5079167,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,13720.0,1394.0,1,0,0,0,Laborers,2,1,37.58904109589041
5079168,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,13720.0,1394.0,1,0,0,0,Laborers,2,1,37.58904109589041
5085886,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,18661.0,1265.0,1,0,0,0,Managers,2,1,51.12602739726027
5089162,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,20264.0,2531.0,1,1,1,0,Accountants,2,1,55.51780821917808
5089959,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12755.0,2105.0,1,0,0,0,,3,1,34.945205479452056
5090166,F,N,Y,1,675000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,15452.0,860.0,1,0,0,0,Security staff,2,1,42.33424657534247
5090214,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,10712.0,217.0,1,0,0,0,Laborers,2,1,29.34794520547945
5090216,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,10712.0,217.0,1,0,0,0,Laborers,2,1,29.34794520547945
5092087,M,Y,Y,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,17320.0,535.0,1,0,0,0,Laborers,4,1,47.45205479452055
5092245,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22111.0,,1,0,0,0,,2,1,60.57808219178082
5092479,M,N,N,1,85500.0,State servant,Secondary / secondary special,Married,Municipal apartment,15014.0,6866.0,1,0,0,0,Core staff,3,1,41.134246575342466
5096527,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,20012.0,584.0,1,0,0,0,Core staff,1,1,54.827397260273976
5096528,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,20012.0,584.0,1,0,0,0,Core staff,1,1,54.827397260273976
5096743,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,16803.0,2227.0,1,1,1,0,Cleaning staff,1,1,46.035616438356165
5097065,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,18971.0,8161.0,1,0,0,0,Managers,2,1,51.97534246575343
5100430,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,16310.0,613.0,1,0,0,0,Laborers,1,1,44.68493150684932
5105045,M,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22939.0,,1,0,0,0,,1,1,62.846575342465755
5105056,M,Y,N,0,,Commercial associate,Higher education,Single / not married,Municipal apartment,11528.0,606.0,1,0,1,1,High skill tech staff,1,1,31.583561643835615
5106077,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19764.0,6944.0,1,0,0,0,Medicine staff,2,1,54.14794520547945
5113621,M,N,N,0,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,19406.0,346.0,1,0,0,0,Security staff,1,1,53.16712328767123
5113933,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23271.0,,1,0,1,0,,1,1,63.75616438356165
5113944,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23324.0,,1,0,1,0,,2,1,63.9013698630137
5114249,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,11331.0,1808.0,1,1,1,0,,3,1,31.043835616438358
5114253,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,11331.0,1808.0,1,1,1,0,,3,1,31.043835616438358
5115604,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,14523.0,3420.0,1,0,0,0,Core staff,2,1,39.78904109589041
5115606,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,14523.0,3420.0,1,0,0,0,Core staff,2,1,39.78904109589041
5115608,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,14523.0,3420.0,1,0,0,0,Core staff,2,1,39.78904109589041
5115610,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,14523.0,3420.0,1,0,0,0,Core staff,2,1,39.78904109589041
5115611,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,14523.0,3420.0,1,0,0,0,Core staff,2,1,39.78904109589041
5116035,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,14522.0,863.0,1,1,0,0,Managers,1,1,39.78630136986301
5116036,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,14522.0,863.0,1,1,0,0,Managers,1,1,39.78630136986301
5116258,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17468.0,7413.0,1,0,0,0,Core staff,6,1,47.85753424657534
5116301,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22655.0,,1,0,0,0,,2,1,62.06849315068493
5116302,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22655.0,,1,0,0,0,,2,1,62.06849315068493
5116304,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22655.0,,1,0,0,0,,2,1,62.06849315068493
5116305,F,N,Y,0,,Pensioner,Secondary / secondary special,Married,House / apartment,22655.0,,1,0,0,0,,2,1,62.06849315068493
5116906,M,Y,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,15047.0,7553.0,1,0,0,0,Core staff,2,1,41.224657534246575
5117313,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13022.0,3931.0,1,1,1,0,Laborers,3,1,35.676712328767124
5117413,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,22279.0,,1,0,1,0,,1,1,61.038356164383565
5118046,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23902.0,,1,0,1,0,,1,1,65.48493150684932
5118275,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,21363.0,,1,0,0,0,,2,1,58.52876712328767
5118278,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,21363.0,,1,0,0,0,,2,1,58.52876712328767
5118279,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,21363.0,,1,0,0,0,,2,1,58.52876712328767
5118280,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,21363.0,,1,0,0,0,,2,1,58.52876712328767
5118283,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,21363.0,,1,0,0,0,,2,1,58.52876712328767
5118541,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,18132.0,1039.0,1,0,1,0,Laborers,2,1,49.676712328767124
5125289,F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,13939.0,134.0,1,0,0,0,Laborers,2,1,38.18904109589041
5125299,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20846.0,,1,0,0,0,,2,1,57.11232876712329
5125708,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,16413.0,622.0,1,0,1,0,High skill tech staff,2,1,44.967123287671235
5125716,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,16413.0,622.0,1,0,1,0,High skill tech staff,2,1,44.967123287671235
5125761,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,18020.0,1595.0,1,0,0,0,Cooking staff,1,1,49.36986301369863
5125763,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13030.0,1626.0,1,0,1,0,Laborers,3,1,35.6986301369863
5125934,F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,9862.0,1868.0,1,1,0,0,Sales staff,4,1,27.019178082191782
5126278,,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21244.0,,1,0,0,0,,2,1,58.202739726027396
5135344,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,20103.0,555.0,1,0,0,0,Security staff,2,1,55.07671232876712
5135345,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,20103.0,555.0,1,0,0,0,Security staff,2,1,55.07671232876712
5135346,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,20103.0,555.0,1,0,0,0,Security staff,2,1,55.07671232876712
5135485,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,10660.0,1935.0,1,0,0,0,Core staff,1,1,29.205479452054796
5135487,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,10660.0,1935.0,1,0,0,0,Core staff,1,1,29.205479452054796
5135636,M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,18836.0,931.0,1,1,1,0,Laborers,2,1,51.605479452054794
5135990,F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,10430.0,900.0,1,0,0,0,Managers,2,1,28.575342465753426
5135991,F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,10430.0,900.0,1,0,0,0,Managers,2,1,28.575342465753426
5142183,M,Y,Y,2,,Commercial associate,Higher education,Married,House / apartment,17841.0,4305.0,1,1,1,0,Managers,4,1,48.87945205479452
5142184,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,17841.0,4305.0,1,1,1,0,Managers,4,1,48.87945205479452
5142185,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,17841.0,4305.0,1,1,1,0,Managers,4,1,48.87945205479452
5142361,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,16204.0,925.0,1,1,1,0,Drivers,3,1,44.394520547945206
5142362,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,16204.0,925.0,1,1,1,0,Drivers,3,1,44.394520547945206
5142456,F,N,N,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,18952.0,499.0,1,0,1,0,Core staff,1,1,51.92328767123288
5142458,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,18952.0,499.0,1,0,1,0,Core staff,1,1,51.92328767123288
5142459,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,18952.0,499.0,1,0,1,0,Core staff,1,1,51.92328767123288
5143342,M,N,N,1,216000.0,Working,Secondary / secondary special,Married,Municipal apartment,12946.0,2418.0,1,0,0,1,Laborers,3,1,35.46849315068493
5145690,F,N,Y,0,306000.0,Pensioner,Higher education,Married,House / apartment,21590.0,,1,0,0,0,,2,1,59.15068493150685
5145817,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22011.0,,1,0,0,0,,2,1,60.3041095890411
5146005,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10177.0,189.0,1,0,0,1,Managers,1,1,27.882191780821916
5146079,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,12723.0,1132.0,1,1,1,0,Sales staff,3,1,34.85753424657534
5146167,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20296.0,1770.0,1,0,0,0,Security staff,2,1,55.605479452054794
5146444,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,14394.0,919.0,1,0,1,0,Managers,1,1,39.43561643835616
5148932,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,17209.0,1081.0,1,0,0,0,Security staff,2,1,47.14794520547945
5148934,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,17209.0,1081.0,1,0,0,0,Security staff,2,1,47.14794520547945
5149188,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,9847.0,502.0,1,0,1,1,Core staff,3,1,26.97808219178082
5149190,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,9847.0,502.0,1,0,1,1,Core staff,3,1,26.97808219178082
5149192,,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,9847.0,502.0,1,0,1,1,Core staff,3,1,26.97808219178082
5149828,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,17348.0,2420.0,1,0,0,0,Managers,2,1,47.52876712328767
5149834,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,12387.0,1325.0,1,0,1,1,Medicine staff,2,1,33.93698630136986
5149838,F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,12387.0,1325.0,1,0,1,1,Medicine staff,2,1,33.93698630136986
5118538,F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,15749.0,6367.0,1,1,1,0,Cleaning staff,3,0,43.14794520547945
5069057,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17762.0,2484.0,1,0,0,0,Laborers,2,0,48.66301369863014
5066689,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,12946.0,341.0,1,0,1,1,Sales staff,2,0,35.46849315068493
5086062,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,20542.0,9422.0,1,0,1,0,Core staff,2,0,56.27945205479452
5113717,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,16415.0,3054.0,1,0,0,1,Private service staff,3,0,44.97260273972603
5066765,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14550.0,2987.0,1,0,0,0,Sales staff,3,0,39.863013698630134
5105227,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17365.0,2128.0,1,0,0,0,Laborers,2,0,47.57534246575342
5054648,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,24238.0,,1,0,0,0,,1,0,66.40547945205479
5067187,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,11432.0,820.0,1,1,0,0,Core staff,2,0,31.32054794520548
5105818,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22072.0,,1,0,1,0,,2,0,60.47123287671233
5033574,F,Y,Y,1,,Working,Secondary / secondary special,Married,House / apartment,14222.0,141.0,1,1,1,0,Cooking staff,3,0,38.964383561643835
